"reserved_room_type" "stays_in_week_nights" "stays_in_weekend_nights" "children" "babies"
"928" "D" 3 2 0 0
"929" "A" 3 2 0 0
"930" "D" 3 1 0 0
"931" "A" 4 2 0 0
"932" "D" 6 2 0 0
"933" "D" 6 2 0 0
"934" "G" 8 2 1 0
"935" "E" 0 0 0 0
"936" "A" 1 0 0 0
"937" "H" 2 0 2 0
"938" "D" 2 0 1 0
"939" "D" 2 0 0 0
"940" "D" 2 0 0 0
"941" "A" 2 0 0 0
"942" "D" 2 1 0 0
"943" "E" 2 1 0 0
"944" "G" 2 2 2 0
"945" "A" 2 2 0 0
"946" "A" 2 2 0 0
"947" "D" 2 2 0 0
"948" "A" 2 2 0 0
"949" "E" 3 2 0 0
"950" "A" 4 2 0 0
"951" "C" 5 2 2 0
"952" "C" 5 2 1 1
"953" "A" 5 2 0 0
"954" "A" 5 2 0 0
"955" "D" 5 2 0 0
"956" "A" 7 2 0 0
"957" "A" 1 0 0 0
"958" "E" 1 0 0 0
"959" "A" 1 1 0 0
"960" "G" 1 1 0 0
"961" "E" 1 1 0 0
"962" "C" 1 1 2 0
"963" "A" 1 2 0 0
"964" "D" 1 2 0 0
"965" "A" 2 2 0 0
"966" "G" 2 2 0 0
"967" "A" 2 2 0 0
"968" "D" 4 2 0 0
"969" "D" 5 2 0 0
"970" "D" 5 2 0 0
"971" "A" 5 2 0 0
"972" "G" 5 2 2 0
"973" "C" 5 2 2 0
"974" "C" 5 2 2 0
"975" "F" 5 2 0 0
"976" "A" 5 2 0 1
"977" "D" 5 2 0 0
"978" "A" 5 2 0 0
"979" "A" 5 2 0 0
"980" "A" 5 2 0 0
"981" "A" 5 2 0 0
"982" "A" 5 2 0 0
"983" "E" 6 2 0 0
"984" "D" 9 4 0 0
"985" "G" 0 1 0 0
"986" "A" 0 1 0 0
"987" "D" 0 1 0 0
"988" "D" 0 2 1 0
"989" "E" 0 2 0 0
"990" "E" 1 2 0 0
"991" "D" 2 2 0 0
"992" "D" 2 2 0 0
"993" "A" 3 2 0 0
"994" "A" 3 2 0 0
"995" "D" 4 2 0 0
"996" "A" 4 2 0 0
"997" "E" 4 2 0 0
"998" "A" 4 2 0 0
"999" "C" 4 2 1 1
"1000" "A" 5 2 0 0
"1001" "A" 5 2 0 0
"1002" "G" 5 2 2 0
"1003" "A" 5 2 0 0
"1004" "D" 5 2 0 0
"1005" "A" 5 2 0 0
"1006" "A" 10 4 0 0
"1007" "A" 10 4 0 0
"1008" "D" 0 0 0 0
"1009" "E" 2 1 1 0
"1010" "D" 2 1 0 0
"1011" "E" 2 1 0 0
"1012" "A" 1 1 0 0
"1013" "A" 2 1 0 0
"1014" "E" 4 1 0 0
"1015" "D" 4 1 0 0
"1016" "D" 4 1 0 0
"1017" "A" 5 1 0 0
"1018" "A" 5 1 0 0
"1019" "G" 5 1 0 0
"1020" "F" 5 1 0 0
"1021" "D" 5 1 1 0
"1022" "A" 5 1 0 0
"1023" "G" 5 2 2 0
"1024" "H" 5 2 0 0
"1025" "E" 5 2 0 1
"1026" "A" 5 2 0 0
"1027" "F" 5 3 0 0
"1028" "F" 5 3 0 0
"1029" "D" 8 3 0 0
"1030" "E" 0 0 0 0
"1031" "A" 0 0 0 0
"1032" "A" 2 0 0 0
"1033" "D" 2 0 0 0
"1034" "A" 2 0 0 0
"1035" "A" 3 0 0 0
"1036" "A" 3 0 0 0
"1037" "A" 3 0 0 0
"1038" "E" 4 0 0 0
"1039" "A" 4 0 0 0
"1040" "D" 4 0 0 0
"1041" "C" 4 0 1 0
"1042" "G" 5 0 0 0
"1043" "D" 5 0 0 0
"1044" "D" 5 0 0 0
"1045" "A" 5 0 0 0
"1046" "D" 5 0 0 0
"1047" "D" 5 1 0 0
"1048" "D" 5 2 0 0
"1049" "A" 5 2 0 0
"1050" "A" 5 2 0 0
"1051" "A" 5 0 0 0
"1052" "A" 5 0 0 0
"1053" "D" 5 2 0 0
"1054" "E" 8 2 1 0
"1055" "D" 8 2 1 0
"1056" "E" 10 2 0 0
"1057" "C" 10 2 2 0
"1058" "A" 5 2 0 0
"1059" "A" 5 2 0 0
"1060" "A" 1 0 0 0
"1061" "E" 1 0 0 1
"1062" "G" 1 0 0 0
"1063" "A" 3 0 0 0
"1064" "G" 3 0 0 0
"1065" "D" 4 0 0 0
"1066" "D" 4 0 0 0
"1067" "D" 5 2 0 0
"1068" "E" 6 2 0 0
"1069" "A" 8 2 0 0
"1070" "A" 8 2 0 0
"1071" "A" 8 2 0 0
"1072" "A" 4 1 0 0
"1073" "A" 10 4 0 0
"1074" "A" 1 0 0 0
"1075" "E" 1 0 0 0
"1076" "A" 1 0 0 0
"1077" "E" 1 0 0 0
"1078" "A" 2 0 0 0
"1079" "A" 3 0 0 0
"1080" "D" 3 0 0 0
"1081" "A" 3 0 0 0
"1082" "C" 3 0 1 1
"1083" "A" 3 0 0 0
"1084" "E" 3 1 0 0
"1085" "A" 3 1 0 0
"1086" "E" 3 2 0 0
"1087" "A" 3 2 0 0
"1088" "D" 3 2 0 0
"1089" "D" 3 2 0 0
"1090" "D" 3 2 1 0
"1091" "D" 3 2 0 1
"1092" "A" 3 2 0 0
"1093" "A" 5 2 0 0
"1094" "D" 0 0 0 0
"1095" "G" 1 0 2 0
"1096" "A" 1 0 0 0
"1097" "D" 1 0 0 0
"1098" "A" 1 0 0 0
"1099" "D" 1 0 0 0
"1100" "A" 2 0 0 0
"1101" "E" 2 0 0 0
"1102" "G" 2 0 2 0
"1103" "E" 2 0 0 0
"1104" "A" 2 0 0 0
"1105" "A" 2 1 0 0
"1106" "A" 2 2 0 0
"1107" "D" 2 2 0 0
"1108" "A" 2 2 0 0
"1109" "F" 2 2 0 0
"1110" "D" 3 2 0 0
"1111" "D" 3 2 0 0
"1112" "D" 5 2 0 0
"1113" "C" 5 2 1 0
"1114" "E" 5 2 0 0
"1115" "A" 5 2 0 0
"1116" "A" 5 2 0 0
"1117" "C" 5 2 2 0
"1118" "D" 1 1 0 0
"1119" "D" 2 2 0 0
"1120" "D" 2 2 0 0
"1121" "G" 2 2 2 0
"1122" "D" 2 2 0 0
"1123" "A" 3 2 0 0
"1124" "E" 3 2 0 1
"1125" "A" 3 2 0 0
"1126" "A" 3 2 0 0
"1127" "A" 3 2 0 0
"1128" "A" 3 2 0 0
"1129" "A" 3 2 0 0
"1130" "D" 4 2 0 0
"1131" "A" 4 2 0 0
"1132" "A" 4 2 0 0
"1133" "D" 4 2 0 0
"1134" "A" 5 2 0 0
"1135" "A" 5 2 0 0
"1136" "D" 5 2 0 0
"1137" "A" 5 2 0 0
"1138" "A" 5 2 0 0
"1139" "A" 5 2 0 0
"1140" "A" 5 2 1 0
"1141" "A" 5 2 0 0
"1142" "D" 5 2 0 0
"1143" "E" 5 2 0 0
"1144" "C" 5 2 1 0
"1145" "A" 5 2 0 0
"1146" "D" 6 2 0 0
"1147" "C" 6 2 1 0
"1148" "D" 5 2 0 0
"1149" "A" 10 4 0 0
"1150" "E" 12 6 0 0
"1151" "A" 0 1 0 0
"1152" "A" 0 1 0 0
"1153" "E" 0 1 0 0
"1154" "A" 0 1 0 0
"1155" "A" 0 1 0 0
"1156" "E" 0 1 0 0
"1157" "A" 0 1 0 0
"1158" "A" 0 1 0 0
"1159" "A" 0 1 0 0
"1160" "A" 0 1 0 0
"1161" "E" 0 1 0 0
"1162" "E" 0 1 0 0
"1163" "E" 0 1 0 0
"1164" "A" 0 2 0 0
"1165" "D" 1 2 0 0
"1166" "E" 2 2 0 0
"1167" "A" 2 2 0 0
"1168" "A" 2 2 0 0
"1169" "D" 5 2 0 0
"1170" "D" 5 2 1 0
"1171" "D" 5 2 0 0
"1172" "D" 5 2 0 0
"1173" "D" 5 3 0 0
"1174" "G" 5 4 2 0
"1175" "A" 6 4 0 0
"1176" "C" 10 4 2 0
"1177" "A" 10 4 0 0
"1178" "A" 4 1 0 0
"1179" "E" 4 1 0 0
"1180" "A" 3 1 0 0
"1181" "A" 4 1 0 0
"1182" "A" 4 1 0 0
"1183" "A" 5 1 0 0
"1184" "E" 5 2 1 0
"1185" "A" 5 2 0 0
"1186" "A" 5 2 0 0
"1187" "A" 5 2 1 0
"1188" "A" 5 2 0 0
"1189" "A" 5 2 0 0
"1190" "A" 5 2 0 0
"1191" "A" 5 2 0 0
"1192" "A" 5 2 0 0
"1193" "A" 5 2 0 0
"1194" "A" 5 2 0 0
"1195" "A" 5 3 0 1
"1196" "A" 7 3 0 0
"1197" "A" 3 0 0 0
"1198" "E" 3 0 0 0
"1199" "E" 1 0 0 0
"1200" "A" 1 0 0 0
"1201" "A" 3 0 0 0
"1202" "E" 3 0 0 0
"1203" "E" 5 0 0 0
"1204" "E" 5 0 0 0
"1205" "C" 5 1 2 0
"1206" "D" 5 1 1 0
"1207" "C" 5 1 2 0
"1208" "A" 5 1 0 0
"1209" "A" 5 1 0 0
"1210" "A" 5 0 0 0
"1211" "D" 5 2 0 0
"1212" "C" 5 2 2 0
"1213" "A" 5 2 1 0
"1214" "A" 8 2 0 0
"1215" "D" 8 2 2 0
"1216" "D" 0 0 0 0
"1217" "A" 1 0 0 0
"1218" "A" 4 0 0 0
"1219" "D" 4 0 1 0
"1220" "D" 4 0 0 0
"1221" "A" 4 1 0 0
"1222" "A" 4 1 0 0
"1223" "D" 5 2 0 0
"1224" "D" 5 2 0 0
"1225" "D" 4 0 0 0
"1226" "A" 4 1 0 0
"1227" "D" 5 2 0 0
"1228" "D" 7 2 0 0
"1229" "E" 7 2 0 0
"1230" "D" 7 2 0 0
"1231" "A" 0 0 0 0
"1232" "E" 2 0 0 0
"1233" "A" 0 0 0 0
"1234" "G" 1 0 0 0
"1235" "A" 3 0 0 0
"1236" "C" 4 2 1 0
"1237" "A" 4 2 0 0
"1238" "H" 5 2 0 0
"1239" "A" 5 2 0 0
"1240" "E" 7 2 0 0
"1241" "D" 3 2 0 0
"1242" "A" 2 0 0 0
"1243" "A" 2 0 0 0
"1244" "A" 2 0 0 0
"1245" "A" 2 0 0 0
"1246" "D" 2 0 0 0
"1247" "A" 2 1 0 1
"1248" "A" 2 1 0 0
"1249" "A" 2 2 0 0
"1250" "D" 3 2 0 0
"1251" "A" 3 2 0 0
"1252" "A" 3 2 0 0
"1253" "D" 3 2 0 0
"1254" "A" 4 2 0 0
"1255" "A" 4 2 0 0
"1256" "A" 4 2 0 0
"1257" "A" 4 2 0 0
"1258" "D" 4 2 0 0
"1259" "D" 5 2 0 0
"1260" "A" 5 2 0 0
"1261" "D" 5 2 0 0
"1262" "D" 5 2 0 0
"1263" "A" 5 2 0 0
"1264" "A" 7 2 0 0
"1265" "D" 7 2 0 0
"1266" "F" 7 3 0 0
"1267" "A" 1 0 1 0
"1268" "A" 1 0 0 0
"1269" "E" 1 0 0 0
"1270" "A" 4 2 0 0
"1271" "A" 5 2 0 0
"1272" "D" 5 2 0 0
"1273" "D" 5 2 0 0
"1274" "A" 5 2 0 0
"1275" "D" 5 2 0 0
"1276" "A" 5 2 0 0
"1277" "A" 5 2 0 0
"1278" "A" 5 2 0 0
"1279" "D" 5 2 1 0
"1280" "D" 5 2 0 0
"1281" "H" 5 2 0 0
"1282" "A" 5 2 0 0
"1283" "A" 5 2 0 0
"1284" "A" 5 2 0 0
"1285" "D" 5 2 0 0
"1286" "D" 6 2 1 0
"1287" "D" 6 3 0 0
"1288" "D" 6 4 0 0
"1289" "A" 2 2 0 0
"1290" "A" 2 2 0 0
"1291" "A" 3 2 0 0
"1292" "A" 3 2 1 0
"1293" "A" 4 2 0 0
"1294" "D" 4 2 1 0
"1295" "C" 4 2 2 0
"1296" "A" 1 2 0 0
"1297" "E" 2 2 0 0
"1298" "D" 2 2 0 0
"1299" "H" 3 2 1 0
"1300" "A" 3 2 0 0
"1301" "A" 3 2 0 0
"1302" "A" 3 2 0 0
"1303" "H" 3 2 2 0
"1304" "C" 3 2 1 0
"1305" "A" 3 2 0 0
"1306" "E" 4 2 0 0
"1307" "A" 4 2 0 0
"1308" "D" 5 2 0 0
"1309" "A" 5 2 0 0
"1310" "A" 5 2 0 0
"1311" "A" 5 2 0 0
"1312" "E" 5 2 0 1
"1313" "A" 5 2 0 0
"1314" "D" 4 2 0 0
"1315" "A" 5 2 0 0
"1316" "A" 6 4 0 0
"1317" "A" 6 4 1 0
"1318" "C" 10 4 2 0
"1319" "A" 0 1 0 0
"1320" "A" 0 1 0 0
"1321" "A" 0 1 0 0
"1322" "A" 0 1 0 0
"1323" "D" 1 1 0 0
"1324" "A" 1 1 0 0
"1325" "A" 1 1 0 0
"1326" "D" 1 1 0 0
"1327" "A" 2 1 0 0
"1328" "A" 2 1 0 0
"1329" "A" 3 1 0 0
"1330" "E" 3 1 0 0
"1331" "E" 4 1 0 0
"1332" "C" 4 1 2 0
"1333" "D" 4 1 0 1
"1334" "A" 4 1 0 0
"1335" "D" 4 1 1 0
"1336" "D" 5 1 0 0
"1337" "F" 6 3 0 0
"1338" "F" 6 3 0 0
"1339" "E" 7 3 0 0
"1340" "C" 5 2 1 1
"1341" "E" 5 2 0 0
"1342" "E" 3 0 0 0
"1343" "D" 3 0 0 0
"1344" "E" 3 0 0 0
"1345" "A" 5 0 0 1
"1346" "A" 5 0 0 0
"1347" "E" 5 1 0 0
"1348" "E" 6 2 0 0
"1349" "D" 6 2 0 0
"1350" "F" 7 2 0 0
"1351" "D" 7 2 0 0
"1352" "G" 8 2 2 0
"1353" "A" 1 0 0 0
"1354" "A" 1 0 0 0
"1355" "A" 0 0 0 0
"1356" "G" 1 0 2 0
"1357" "A" 1 0 0 0
"1358" "A" 1 0 0 0
"1359" "A" 1 0 0 0
"1360" "D" 4 0 0 0
"1361" "E" 4 0 0 0
"1362" "E" 4 0 0 0
"1363" "A" 4 0 0 0
"1364" "E" 4 1 0 0
"1365" "G" 7 2 2 0
"1366" "A" 9 2 0 0
"1367" "D" 1 0 0 0
"1368" "A" 1 0 0 0
"1369" "D" 2 0 0 0
"1370" "A" 3 0 0 0
"1371" "A" 3 0 0 1
"1372" "A" 3 1 0 1
"1373" "A" 3 1 0 0
"1374" "A" 3 1 0 0
"1375" "A" 3 1 0 0
"1376" "A" 3 1 0 1
"1377" "E" 3 2 0 0
"1378" "D" 3 2 0 0
"1379" "D" 4 2 0 0
"1380" "D" 4 2 0 0
"1381" "A" 5 2 0 0
"1382" "D" 5 2 0 0
"1383" "A" 5 2 0 0
"1384" "A" 5 2 0 0
"1385" "A" 5 2 0 0
"1386" "C" 5 2 1 0
"1387" "A" 5 2 0 0
"1388" "A" 1 0 0 0
"1389" "D" 1 0 0 0
"1390" "D" 1 0 0 0
"1391" "A" 1 0 1 0
"1392" "H" 2 0 0 0
"1393" "A" 2 0 0 0
"1394" "A" 2 0 0 0
"1395" "A" 2 0 0 0
"1396" "A" 2 0 0 0
"1397" "D" 2 0 1 0
"1398" "A" 2 0 0 0
"1399" "C" 2 0 2 0
"1400" "A" 2 1 0 0
"1401" "G" 2 1 2 0
"1402" "D" 2 1 0 0
"1403" "A" 2 1 0 0
"1404" "A" 2 1 0 0
"1405" "A" 2 1 0 0
"1406" "A" 2 1 1 0
"1407" "D" 2 1 0 0
"1408" "A" 2 1 0 0
"1409" "A" 1 0 0 0
"1410" "A" 2 0 0 1
"1411" "A" 2 0 0 0
"1412" "F" 2 2 0 0
"1413" "E" 2 2 0 0
"1414" "A" 3 2 0 0
"1415" "A" 3 2 0 0
"1416" "D" 4 2 0 0
"1417" "A" 4 2 1 0
"1418" "A" 4 2 0 0
"1419" "C" 4 2 2 0
"1420" "D" 4 2 0 0
"1421" "A" 5 2 0 0
"1422" "E" 5 2 0 0
"1423" "F" 5 2 0 0
"1424" "A" 3 2 0 0
"1425" "H" 5 2 2 0
"1426" "E" 5 2 0 0
"1427" "D" 7 2 0 0
"1428" "A" 3 2 0 0
"1429" "E" 1 1 0 0
"1430" "A" 1 1 0 0
"1431" "A" 1 1 0 0
"1432" "A" 1 2 0 0
"1433" "A" 1 2 0 0
"1434" "A" 1 0 0 0
"1435" "A" 2 2 0 0
"1436" "A" 2 2 0 0
"1437" "D" 3 2 0 0
"1438" "A" 3 2 0 0
"1439" "D" 3 2 0 0
"1440" "A" 3 2 0 0
"1441" "C" 4 2 0 0
"1442" "A" 4 2 0 0
"1443" "D" 5 2 0 0
"1444" "E" 6 2 0 0
"1445" "D" 5 2 0 0
"1446" "A" 0 1 0 0
"1447" "A" 0 2 0 1
"1448" "A" 0 2 0 0
"1449" "A" 1 2 0 0
"1450" "A" 1 2 0 0
"1451" "A" 1 2 0 0
"1452" "D" 2 2 0 0
"1453" "A" 2 2 0 0
"1454" "E" 3 2 0 0
"1455" "D" 4 2 0 0
"1456" "D" 4 2 0 0
"1457" "E" 4 2 0 0
"1458" "G" 5 2 2 0
"1459" "A" 5 2 0 0
"1460" "E" 5 2 0 0
"1461" "A" 5 2 0 0
"1462" "F" 5 2 0 0
"1463" "E" 5 2 0 0
"1464" "A" 8 4 0 0
"1465" "A" 0 1 0 0
"1466" "A" 1 1 0 0
"1467" "A" 1 1 0 0
"1468" "A" 1 1 0 0
"1469" "D" 2 1 0 0
"1470" "D" 2 1 0 0
"1471" "E" 2 1 0 0
"1472" "A" 2 1 0 0
"1473" "A" 2 1 0 0
"1474" "A" 2 1 1 0
"1475" "D" 2 1 0 0
"1476" "A" 2 1 0 1
"1477" "C" 3 1 2 0
"1478" "E" 3 1 0 0
"1479" "D" 3 1 0 0
"1480" "D" 4 1 0 0
"1481" "G" 5 1 0 0
"1482" "A" 5 1 0 0
"1483" "A" 5 2 0 0
"1484" "E" 7 3 0 0
"1485" "D" 8 3 0 0
"1486" "C" 2 0 1 1
"1487" "A" 2 0 0 0
"1488" "A" 3 0 0 0
"1489" "A" 3 0 0 0
"1490" "C" 3 0 1 0
"1491" "D" 3 0 0 0
"1492" "E" 4 0 0 0
"1493" "E" 4 0 0 0
"1494" "C" 4 0 2 0
"1495" "E" 4 0 0 0
"1496" "D" 4 0 0 0
"1497" "A" 4 0 0 0
"1498" "A" 5 0 0 0
"1499" "D" 2 0 0 0
"1500" "A" 2 0 0 0
"1501" "D" 5 0 0 0
"1502" "A" 5 0 0 0
"1503" "D" 5 0 0 0
"1504" "A" 5 1 0 0
"1505" "A" 5 2 0 0
"1506" "E" 5 2 0 0
"1507" "A" 5 2 0 0
"1508" "A" 5 2 0 0
"1509" "E" 5 2 0 0
"1510" "D" 5 2 0 0
"1511" "E" 6 2 0 0
"1512" "G" 6 2 2 0
"1513" "A" 6 2 0 0
"1514" "E" 6 2 0 0
"1515" "A" 8 2 0 0
"1516" "D" 10 2 0 0
"1517" "E" 10 4 0 0
"1518" "A" 1 0 0 0
"1519" "E" 2 0 0 0
"1520" "D" 2 0 0 0
"1521" "E" 2 0 0 0
"1522" "D" 4 0 0 0
"1523" "A" 4 1 0 0
"1524" "A" 4 1 0 0
"1525" "G" 5 2 0 0
"1526" "A" 5 2 0 0
"1527" "G" 5 2 2 0
"1528" "G" 6 2 2 0
"1529" "A" 2 0 0 0
"1530" "D" 3 0 0 0
"1531" "A" 3 0 0 0
"1532" "A" 3 0 0 0
"1533" "A" 1 0 0 0
"1534" "A" 3 0 0 0
"1535" "D" 3 0 1 0
"1536" "A" 3 0 0 0
"1537" "A" 3 0 0 0
"1538" "A" 3 0 0 0
"1539" "A" 3 0 0 0
"1540" "A" 3 0 0 0
"1541" "E" 3 1 0 0
"1542" "A" 3 1 0 0
"1543" "D" 3 1 0 0
"1544" "E" 3 1 1 0
"1545" "A" 3 1 0 0
"1546" "A" 3 1 0 0
"1547" "D" 7 2 0 0
"1548" "E" 7 2 0 0
"1549" "D" 7 2 1 0
"1550" "D" 8 2 0 0
"1551" "D" 8 2 0 0
"1552" "D" 5 2 0 0
"1553" "D" 5 2 0 0
"1554" "G" 8 2 2 0
"1555" "D" 10 4 0 0
"1556" "D" 1 0 0 0
"1557" "A" 1 0 0 0
"1558" "A" 1 0 0 0
"1559" "D" 1 0 0 0
"1560" "A" 2 0 0 0
"1561" "E" 2 0 0 0
"1562" "G" 2 0 0 0
"1563" "F" 2 0 0 0
"1564" "E" 2 0 0 0
"1565" "D" 2 0 0 0
"1566" "D" 2 1 0 0
"1567" "D" 2 1 0 0
"1568" "D" 2 1 0 0
"1569" "D" 2 1 0 0
"1570" "D" 2 1 0 0
"1571" "D" 2 1 0 0
"1572" "A" 2 2 0 0
"1573" "D" 2 2 0 0
"1574" "E" 3 2 0 0
"1575" "E" 3 2 0 0
"1576" "C" 6 2 0 0
"1577" "G" 7 2 2 0
"1578" "A" 7 3 0 0
"1579" "G" 7 3 0 0
"1580" "A" 4 2 0 0
"1581" "E" 5 2 0 0
"1582" "E" 1 0 0 0
"1583" "H" 1 1 2 0
"1584" "E" 4 2 0 0
"1585" "D" 4 2 0 0
"1586" "D" 4 2 0 0
"1587" "D" 4 2 0 0
"1588" "A" 5 2 0 0
"1589" "F" 5 2 0 0
"1590" "E" 1 1 0 0
"1591" "D" 2 2 0 0
"1592" "E" 5 2 1 0
"1593" "A" 5 2 0 0
"1594" "D" 5 2 0 0
"1595" "D" 5 2 0 0
"1596" "C" 5 2 0 0
"1597" "G" 5 2 0 0
"1598" "A" 5 2 0 0
"1599" "A" 5 2 0 0
"1600" "A" 5 2 0 0
"1601" "E" 5 2 0 0
"1602" "G" 6 2 2 0
"1603" "C" 6 2 0 0
"1604" "G" 6 3 2 0
"1605" "E" 6 4 0 0
"1606" "E" 6 4 0 0
"1607" "E" 6 4 0 0
"1608" "E" 10 4 0 0
"1609" "D" 10 4 0 0
"1610" "H" 0 0 2 0
"1611" "A" 0 2 0 0
"1612" "A" 0 2 0 0
"1613" "A" 1 2 0 0
"1614" "A" 2 2 0 0
"1615" "A" 0 1 0 0
"1616" "C" 0 1 0 0
"1617" "A" 3 2 0 0
"1618" "A" 3 2 0 0
"1619" "F" 3 2 0 1
"1620" "C" 3 2 0 0
"1621" "A" 3 2 0 0
"1622" "A" 3 2 0 0
"1623" "A" 4 2 0 0
"1624" "D" 4 2 0 0
"1625" "A" 4 2 0 0
"1626" "A" 4 2 0 0
"1627" "A" 4 2 0 0
"1628" "D" 4 2 0 0
"1629" "A" 5 2 0 0
"1630" "D" 5 2 0 0
"1631" "H" 5 2 0 0
"1632" "D" 5 2 0 0
"1633" "D" 5 2 0 0
"1634" "D" 5 2 0 1
"1635" "F" 5 2 0 0
"1636" "D" 5 2 0 0
"1637" "E" 5 2 0 0
"1638" "D" 5 3 0 0
"1639" "D" 6 4 0 0
"1640" "E" 5 2 0 0
"1641" "E" 6 4 0 0
"1642" "G" 7 4 2 0
"1643" "A" 10 4 0 0
"1644" "A" 2 1 0 0
"1645" "D" 3 1 0 0
"1646" "A" 3 1 0 0
"1647" "A" 4 1 0 0
"1648" "A" 4 1 0 0
"1649" "E" 4 1 0 0
"1650" "A" 4 1 0 1
"1651" "A" 5 1 0 0
"1652" "A" 5 1 0 0
"1653" "E" 5 1 0 0
"1654" "A" 5 2 0 0
"1655" "A" 5 2 0 0
"1656" "A" 33 13 0 0
"1657" "A" 7 3 0 0
"1658" "A" 7 3 0 0
"1659" "A" 2 0 0 0
"1660" "A" 3 0 0 0
"1661" "A" 3 0 0 0
"1662" "A" 3 0 0 0
"1663" "E" 4 0 0 0
"1664" "A" 4 0 0 0
"1665" "A" 4 0 0 0
"1666" "A" 4 0 0 0
"1667" "D" 5 2 0 0
"1668" "D" 5 2 0 0
"1669" "A" 5 2 0 0
"1670" "D" 6 2 0 0
"1671" "A" 10 4 0 0
"1672" "F" 5 2 0 0
"1673" "E" 10 4 0 0
"1674" "A" 1 0 0 0
"1675" "F" 1 0 0 0
"1676" "A" 1 0 0 0
"1677" "A" 1 0 0 0
"1678" "A" 1 0 0 0
"1679" "E" 2 0 0 0
"1680" "A" 2 0 0 0
"1681" "A" 3 0 0 0
"1682" "A" 1 0 0 0
"1683" "D" 3 0 0 0
"1684" "A" 4 1 0 0
"1685" "A" 4 2 0 0
"1686" "A" 4 2 0 0
"1687" "A" 5 2 0 0
"1688" "A" 5 2 0 0
"1689" "A" 7 2 0 1
"1690" "A" 7 2 0 0
"1691" "A" 7 2 0 0
"1692" "A" 4 1 0 0
"1693" "A" 4 1 0 0
"1694" "A" 3 0 0 0
"1695" "E" 3 1 0 0
"1696" "D" 3 1 0 0
"1697" "E" 3 1 0 0
"1698" "A" 3 1 0 0
"1699" "E" 3 1 0 0
"1700" "E" 3 1 0 0
"1701" "A" 3 2 0 0
"1702" "E" 3 2 0 0
"1703" "A" 5 2 0 0
"1704" "F" 5 2 0 0
"1705" "A" 1 0 0 0
"1706" "C" 1 0 0 0
"1707" "A" 2 0 0 0
"1708" "A" 2 0 0 0
"1709" "A" 2 0 0 1
"1710" "H" 3 0 2 0
"1711" "A" 5 2 1 0
"1712" "D" 5 2 0 0
"1713" "A" 5 2 0 0
"1714" "A" 5 2 0 0
"1715" "A" 5 2 0 0
"1716" "D" 5 2 0 0
"1717" "D" 7 2 0 0
"1718" "F" 3 1 0 0
"1719" "E" 3 1 0 0
"1720" "E" 8 2 0 0
"1721" "D" 8 2 0 0
"1722" "A" 10 4 0 0
"1723" "D" 1 0 0 0
"1724" "A" 1 0 0 0
"1725" "A" 1 0 0 0
"1726" "A" 1 0 0 0
"1727" "A" 1 0 0 0
"1728" "A" 1 0 0 0
"1729" "D" 2 0 0 0
"1730" "A" 2 0 0 0
"1731" "D" 2 0 0 0
"1732" "D" 2 0 0 0
"1733" "G" 2 1 0 0
"1734" "H" 2 1 2 0
"1735" "D" 2 1 0 0
"1736" "A" 3 2 0 0
"1737" "A" 5 2 0 0
"1738" "A" 5 2 0 0
"1739" "A" 5 2 0 0
"1740" "D" 5 2 0 0
"1741" "A" 7 3 0 0
"1742" "A" 1 0 0 0
"1743" "G" 1 0 2 0
"1744" "D" 2 2 0 0
"1745" "A" 2 2 0 0
"1746" "A" 2 2 0 0
"1747" "A" 4 2 0 0
"1748" "D" 4 2 0 0
"1749" "A" 4 2 0 0
"1750" "A" 5 2 0 0
"1751" "D" 5 2 0 0
"1752" "D" 5 2 0 0
"1753" "A" 5 2 0 0
"1754" "E" 5 2 0 0
"1755" "A" 12 6 0 0
"1756" "A" 5 2 0 0
"1757" "A" 0 1 0 0
"1758" "A" 0 2 0 0
"1759" "A" 1 2 0 0
"1760" "A" 2 2 0 0
"1761" "D" 2 2 0 0
"1762" "A" 2 2 0 0
"1763" "D" 2 2 0 0
"1764" "A" 2 2 0 0
"1765" "E" 3 2 0 0
"1766" "C" 3 2 0 0
"1767" "F" 3 2 0 0
"1768" "E" 3 2 0 0
"1769" "A" 4 2 0 0
"1770" "D" 5 2 0 0
"1771" "E" 5 2 0 0
"1772" "A" 5 3 0 0
"1773" "A" 7 4 0 0
"1774" "E" 8 4 0 1
"1775" "D" 8 4 0 0
"1776" "D" 10 4 0 0
"1777" "D" 10 4 0 0
"1778" "A" 1 1 0 0
"1779" "E" 2 1 0 0
"1780" "E" 2 1 0 0
"1781" "D" 4 1 0 0
"1782" "A" 4 1 0 0
"1783" "C" 4 1 0 0
"1784" "A" 4 1 0 0
"1785" "E" 4 1 0 0
"1786" "A" 5 1 0 0
"1787" "A" 5 1 0 0
"1788" "D" 5 1 0 0
"1789" "D" 5 3 0 0
"1790" "E" 10 4 0 0
"1791" "D" 20 8 0 0
"1792" "H" 2 1 2 0
"1793" "D" 1 0 0 0
"1794" "A" 4 0 0 0
"1795" "A" 4 0 0 0
"1796" "A" 5 0 0 0
"1797" "E" 5 0 0 0
"1798" "E" 5 1 0 0
"1799" "D" 5 2 0 0
"1800" "D" 5 2 0 0
"1801" "E" 5 0 0 0
"1802" "D" 7 2 0 0
"1803" "A" 10 4 0 0
